Station,Location,Elevation,Date,Temp Max,Temp Avg,Temp Min,Precip Total
IMITTE82,"Mittelberg, AT",995,2/15/22,36.1,32.3,26.4,0.14
IMITTE82,"Mittelberg, AT",995,2/16/22,37.8,31.5,22.6,0.51
IMITTE82,"Mittelberg, AT",995,2/17/22,44.8,40.3,34.3,0.75
IMITTE82,"Mittelberg, AT",995,2/18/22,52.3,39,30.2,0.29
IMITTE82,"Mittelberg, AT",995,2/19/22,40.6,31.7,24.3,0.25
IMITTE82,"Mittelberg, AT",995,2/20/22,43,33.2,23.2,0.05
IMITTE82,"Mittelberg, AT",995,2/21/22,42.8,32.3,28.9,0.16
IMITTE82,"Mittelberg, AT",995,2/22/22,41,33.6,30.7,0.24
IMITTE82,"Mittelberg, AT",995,2/23/22,53.2,35.8,28.6,0.42
IMITTE82,"Mittelberg, AT",995,2/24/22,53.4,35.2,25.3,0
IMITTE82,"Mittelberg, AT",995,2/25/22,41,30.4,26.6,0.06
IMITTE82,"Mittelberg, AT",995,2/26/22,44.4,28,16.2,0.02
IMITTE82,"Mittelberg, AT",995,2/27/22,47.1,23,10,0.01
IMITTE82,"Mittelberg, AT",995,2/28/22,48.7,25.3,12.7,0
IMITTE82,"Mittelberg, AT",995,1/1/22,52.5,35.5,30.2,0
IMITTE82,"Mittelberg, AT",995,1/2/22,51.6,38.2,32,0
IMITTE82,"Mittelberg, AT",995,1/3/22,48.2,41.4,35.4,0
IMITTE82,"Mittelberg, AT",995,1/4/22,50.9,41.5,36,0.06
IMITTE82,"Mittelberg, AT",995,1/5/22,41.9,29.3,22.3,0.08
IMITTE82,"Mittelberg, AT",995,1/6/22,33.1,24.4,14.4,0
IMITTE82,"Mittelberg, AT",995,1/7/22,29.7,21.2,11.7,0
IMITTE82,"Mittelberg, AT",995,1/8/22,31.5,25.3,20.5,0
IMITTE82,"Mittelberg, AT",995,1/9/22,34.5,28.8,21.4,0
IMITTE82,"Mittelberg, AT",995,1/10/22,31.3,26.7,21.7,0
IMITTE82,"Mittelberg, AT",995,1/11/22,35.8,25.8,12.7,0
IMITTE82,"Mittelberg, AT",995,1/12/22,28.9,13.8,4.8,0
IMITTE82,"Mittelberg, AT",995,1/13/22,36.9,20.3,11.5,0
IMITTE82,"Mittelberg, AT",995,1/14/22,45.1,28.7,21.6,0.12
IMITTE82,"Mittelberg, AT",995,1/15/22,48,29.1,24.6,0.29
IMITTE82,"Mittelberg, AT",995,1/16/22,43.5,30,22.1,0.06
IMITTE82,"Mittelberg, AT",995,1/17/22,43.2,32.9,28.6,0.03
IMITTE82,"Mittelberg, AT",995,1/18/22,45.7,27.6,18.7,0.01
IMITTE82,"Mittelberg, AT",995,1/19/22,45.3,26.9,16.5,0.01
IMITTE82,"Mittelberg, AT",995,1/20/22,32,29.1,24.6,0
IMITTE82,"Mittelberg, AT",995,1/21/22,31.3,23.7,20.3,0
IMITTE82,"Mittelberg, AT",995,1/22/22,32.7,27,20.5,0
IMITTE82,"Mittelberg, AT",995,1/23/22,34.9,26.4,17.2,0
IMITTE82,"Mittelberg, AT",995,1/24/22,38.1,24.4,16.2,0.1
IMITTE82,"Mittelberg, AT",995,1/25/22,46,28.6,21.7,0.11
IMITTE82,"Mittelberg, AT",995,1/26/22,44.1,28.1,21.4,0.02
IMITTE82,"Mittelberg, AT",995,1/27/22,44.4,29.3,20.7,0
IMITTE82,"Mittelberg, AT",995,1/28/22,34.5,30.3,26.8,0
IMITTE82,"Mittelberg, AT",995,1/29/22,43.2,32.1,25,0.15
IMITTE82,"Mittelberg, AT",995,1/30/22,38.8,33,23.5,0.22
IMITTE82,"Mittelberg, AT",995,1/31/22,33.8,28.2,20.8,0
IMITTE82,"Mittelberg, AT",995,12/1/21,38.5,34.5,32.2,0.41
IMITTE82,"Mittelberg, AT",995,12/2/21,35.6,31.9,27.1,0.17
IMITTE82,"Mittelberg, AT",995,12/3/21,27.5,23.6,19.4,0
IMITTE82,"Mittelberg, AT",995,12/4/21,36.3,32.4,23.5,0.02
IMITTE82,"Mittelberg, AT",995,12/5/21,35.2,29,22.8,0
IMITTE82,"Mittelberg, AT",995,12/6/21,33.8,25,16,0
IMITTE82,"Mittelberg, AT",995,12/7/21,32.5,24,15.8,0
IMITTE82,"Mittelberg, AT",995,12/8/21,32.9,28.7,20.1,0
IMITTE82,"Mittelberg, AT",995,12/9/21,31.8,28.5,20.1,0
IMITTE82,"Mittelberg, AT",995,12/10/21,32.5,23.2,9.9,0
IMITTE82,"Mittelberg, AT",995,12/11/21,32.5,29,27.1,0
IMITTE82,"Mittelberg, AT",995,12/12/21,33.6,28,18.7,0
IMITTE82,"Mittelberg, AT",995,12/13/21,42.1,34.4,30.2,0.39
IMITTE82,"Mittelberg, AT",995,12/14/21,42.6,34,28.8,0.09
IMITTE82,"Mittelberg, AT",995,12/15/21,36.3,29,26.6,0.08
IMITTE82,"Mittelberg, AT",995,12/16/21,31.1,25.6,21.4,0
IMITTE82,"Mittelberg, AT",995,12/17/21,39.6,23.8,17.6,0.01
IMITTE82,"Mittelberg, AT",995,12/18/21,40.6,23.8,17.6,0.01
IMITTE82,"Mittelberg, AT",995,12/19/21,43.5,26.3,19.9,0.02
IMITTE82,"Mittelberg, AT",995,12/20/21,31.1,20.8,12.4,0
IMITTE82,"Mittelberg, AT",995,12/21/21,28.2,13.3,7.9,0
IMITTE82,"Mittelberg, AT",995,12/22/21,33.6,15.8,6.6,0
IMITTE82,"Mittelberg, AT",995,12/23/21,43.3,28,17.4,0.11
IMITTE82,"Mittelberg, AT",995,12/24/21,37.2,34.8,31.5,0.93
IMITTE82,"Mittelberg, AT",995,12/25/21,41,35.3,32.4,0.06
IMITTE82,"Mittelberg, AT",995,12/26/21,38.8,35,32.5,0.11
IMITTE82,"Mittelberg, AT",995,12/27/21,42.4,34.1,30.6,0.08
IMITTE82,"Mittelberg, AT",995,12/28/21,40.6,35,30.2,0.48
IMITTE82,"Mittelberg, AT",995,12/29/21,40.5,36.5,34.2,1.7
IMITTE82,"Mittelberg, AT",995,12/30/21,45.7,39.8,33.6,0.35
IMITTE82,"Mittelberg, AT",995,11/1/21,50.2,40.8,36.1,1.03
IMITTE82,"Mittelberg, AT",995,11/2/21,53.2,38,30,0.2
IMITTE82,"Mittelberg, AT",995,11/3/21,50.2,35.3,28.9,0.54
IMITTE82,"Mittelberg, AT",995,11/4/21,38.1,33.3,31.5,0.64
IMITTE82,"Mittelberg, AT",995,11/5/21,43.2,33.5,28.2,0.11
IMITTE82,"Mittelberg, AT",995,11/6/21,40.3,29.1,23.5,0.01
IMITTE82,"Mittelberg, AT",995,11/7/21,46.4,31,21.7,0
IMITTE82,"Mittelberg, AT",995,11/8/21,43.2,36.9,33.3,0.03
IMITTE82,"Mittelberg, AT",995,11/9/21,48.2,33.7,27,0
IMITTE82,"Mittelberg, AT",995,11/10/21,55.8,40.9,32.4,0
IMITTE82,"Mittelberg, AT",995,11/11/21,62.1,42.4,35.1,0
IMITTE82,"Mittelberg, AT",995,11/12/21,57,40,33.1,0
IMITTE82,"Mittelberg, AT",995,11/13/21,53.8,38.8,33.3,0.89
IMITTE82,"Mittelberg, AT",995,11/14/21,47.1,39.9,36.9,0.05
IMITTE82,"Mittelberg, AT",995,11/15/21,38.5,37.9,37.8,0
IMITTE82,"Mittelberg, AT",995,11/19/21,45.1,34.7,31.5,0
IMITTE82,"Mittelberg, AT",995,11/20/21,50,35.7,29.8,0
IMITTE82,"Mittelberg, AT",995,11/21/21,50.5,35.8,29.5,0
IMITTE82,"Mittelberg, AT",995,11/22/21,34.5,33.5,32.7,0
IMITTE82,"Mittelberg, AT",995,11/23/21,37.6,33.9,31.1,0
IMITTE82,"Mittelberg, AT",995,11/24/21,39.9,29,23.5,0
IMITTE82,"Mittelberg, AT",995,11/25/21,48.2,33.2,27,0.02
IMITTE82,"Mittelberg, AT",995,11/26/21,32.9,29.4,27.1,0
IMITTE82,"Mittelberg, AT",995,11/27/21,27.9,27.3,26.4,0
IMITTE82,"Mittelberg, AT",995,11/28/21,27.7,26.3,25,0
IMITTE82,"Mittelberg, AT",995,11/29/21,28.9,25.5,23.4,0
IMITTE82,"Mittelberg, AT",995,11/30/21,33.3,28.7,24.1,0
IMITTE82,"Mittelberg, AT",995,10/1/21,75.6,49.7,36,0
IMITTE82,"Mittelberg, AT",995,10/2/21,73.9,54.6,45.7,0
IMITTE82,"Mittelberg, AT",995,10/3/21,80.8,60.1,46.9,0.02
IMITTE82,"Mittelberg, AT",995,10/4/21,57.2,51.4,47.7,0
IMITTE82,"Mittelberg, AT",995,10/5/21,55.2,49.7,47.5,0.06
IMITTE82,"Mittelberg, AT",995,10/6/21,48,42.7,39.9,0
IMITTE82,"Mittelberg, AT",995,10/7/21,47.1,42.7,40.1,0
IMITTE82,"Mittelberg, AT",995,10/11/21,52.2,41,34.7,0
IMITTE82,"Mittelberg, AT",995,10/12/21,44.6,37.4,30.6,0.31
IMITTE82,"Mittelberg, AT",995,10/13/21,48,38.4,30.4,0.58
IMITTE82,"Mittelberg, AT",995,10/14/21,65.3,37.4,27.7,0.01
IMITTE82,"Mittelberg, AT",995,10/15/21,66,42.4,30.4,0
IMITTE82,"Mittelberg, AT",995,10/16/21,67.3,41.6,30,0
IMITTE82,"Mittelberg, AT",995,10/17/21,67.3,41.7,30.9,0
IMITTE82,"Mittelberg, AT",995,10/18/21,74.1,44,33.6,0
IMITTE82,"Mittelberg, AT",995,10/19/21,59.2,49.3,35.6,0
IMITTE82,"Mittelberg, AT",995,10/20/21,69.6,50.3,41.5,0
IMITTE82,"Mittelberg, AT",995,10/21/21,61.3,47.2,35.6,0.37
IMITTE82,"Mittelberg, AT",995,10/22/21,54.5,41.3,35.8,0
IMITTE82,"Mittelberg, AT",995,10/23/21,59.5,39.1,29.1,0
IMITTE82,"Mittelberg, AT",995,10/24/21,61.7,37.5,27,0
IMITTE82,"Mittelberg, AT",995,10/25/21,53.4,39.8,32,0
IMITTE82,"Mittelberg, AT",995,10/26/21,55.6,40.9,32.2,0
IMITTE82,"Mittelberg, AT",995,10/27/21,64.2,39.5,29.7,0
IMITTE82,"Mittelberg, AT",995,10/28/21,67.5,39.7,29.1,0
IMITTE82,"Mittelberg, AT",995,10/29/21,58.6,41.5,32,0
IMITTE82,"Mittelberg, AT",995,10/30/21,65.7,46.9,32.2,0.01
IMITTE82,"Mittelberg, AT",995,10/31/21,65.5,47.5,37.8,0
IMITTE82,"Mittelberg, AT",995,9/1/21,75.6,54.3,41.7,0
IMITTE82,"Mittelberg, AT",995,9/2/21,79.5,56.1,40.3,0
IMITTE82,"Mittelberg, AT",995,9/3/21,83.3,58,44.2,0
IMITTE82,"Mittelberg, AT",995,9/4/21,81.7,57.8,44.6,0
IMITTE82,"Mittelberg, AT",995,9/5/21,82.9,58.2,45,0
IMITTE82,"Mittelberg, AT",995,9/6/21,84,58,45.1,0
IMITTE82,"Mittelberg, AT",995,9/7/21,82.9,57.8,45,0
IMITTE82,"Mittelberg, AT",995,9/8/21,85.3,59.6,44.4,0
IMITTE82,"Mittelberg, AT",995,9/9/21,82.6,60.2,49.3,0
IMITTE82,"Mittelberg, AT",995,9/10/21,75.4,57.7,47.5,0.02
IMITTE82,"Mittelberg, AT",995,9/11/21,76.6,58.9,49.6,0
IMITTE82,"Mittelberg, AT",995,9/12/21,79,59,47.8,0
IMITTE82,"Mittelberg, AT",995,9/13/21,83.1,59.4,46.4,0
IMITTE82,"Mittelberg, AT",995,9/14/21,84.2,62.1,49.6,0
IMITTE82,"Mittelberg, AT",995,9/15/21,80.4,61.5,53.1,0.24
IMITTE82,"Mittelberg, AT",995,9/16/21,65.7,58.1,56.5,0.88
IMITTE82,"Mittelberg, AT",995,9/20/21,58.1,50.8,45,0.15
IMITTE82,"Mittelberg, AT",995,9/21/21,71.2,49.5,37.4,0
IMITTE82,"Mittelberg, AT",995,9/22/21,67.1,49.2,39.7,0
IMITTE82,"Mittelberg, AT",995,9/23/21,79.2,50.7,35.6,0
IMITTE82,"Mittelberg, AT",995,9/24/21,81.1,61.6,45.9,0
IMITTE82,"Mittelberg, AT",995,9/25/21,82.8,57.4,41.9,0
IMITTE82,"Mittelberg, AT",995,9/26/21,66.9,57.2,49.8,0.5
IMITTE82,"Mittelberg, AT",995,9/27/21,75.9,55.8,46,0.01
IMITTE82,"Mittelberg, AT",995,9/28/21,60.4,54.8,50.2,0.06
IMITTE82,"Mittelberg, AT",995,9/29/21,68,52.7,44.4,0.61
IMITTE82,"Mittelberg, AT",995,8/1/21,58.5,53.3,50,1.09
IMITTE82,"Mittelberg, AT",995,8/2/21,68.9,55.1,47.8,0.01
IMITTE82,"Mittelberg, AT",995,8/3/21,70.5,55.1,45.9,0.52
IMITTE82,"Mittelberg, AT",995,8/4/21,61.5,53.9,49.6,0.84
IMITTE82,"Mittelberg, AT",995,8/5/21,68.5,55.4,50,0.47
IMITTE82,"Mittelberg, AT",995,8/6/21,72.3,57.8,47.5,0.02
IMITTE82,"Mittelberg, AT",995,8/7/21,82.2,59,50.4,0.93
IMITTE82,"Mittelberg, AT",995,8/8/21,59,53.4,51.3,0.47
IMITTE82,"Mittelberg, AT",995,8/9/21,78.1,57.9,46,0.02
IMITTE82,"Mittelberg, AT",995,8/10/21,85.3,62.7,46.9,0
IMITTE82,"Mittelberg, AT",995,8/11/21,83.3,64.7,49.8,0
IMITTE82,"Mittelberg, AT",995,8/12/21,90,67.8,52.2,0
IMITTE82,"Mittelberg, AT",995,8/13/21,90.7,69.9,57.6,0
IMITTE82,"Mittelberg, AT",995,8/14/21,93.4,70.2,55.6,0
IMITTE82,"Mittelberg, AT",995,8/15/21,92.5,70.5,56.7,0.32
IMITTE82,"Mittelberg, AT",995,8/16/21,67.5,57.5,48.6,1.87
IMITTE82,"Mittelberg, AT",995,8/17/21,70.3,54.7,48.2,0.27
IMITTE82,"Mittelberg, AT",995,8/18/21,72,56.1,49.3,0.04
IMITTE82,"Mittelberg, AT",995,8/19/21,78.8,59.3,45.9,0
IMITTE82,"Mittelberg, AT",995,8/20/21,81.5,63.1,51.4,0
IMITTE82,"Mittelberg, AT",995,8/21/21,87.3,63.7,48,0
IMITTE82,"Mittelberg, AT",995,8/22/21,69.1,58.2,51.8,0.67
IMITTE82,"Mittelberg, AT",995,8/23/21,74.8,56,49.1,0.11
IMITTE82,"Mittelberg, AT",995,8/24/21,59.5,53.6,49.6,0.12
IMITTE82,"Mittelberg, AT",995,8/25/21,76.3,57.6,47.7,0
IMITTE82,"Mittelberg, AT",995,8/26/21,67.3,53.5,45,0
IMITTE82,"Mittelberg, AT",995,8/27/21,61.7,51.1,46.8,0
IMITTE82,"Mittelberg, AT",995,8/28/21,53.2,47.6,44.6,0
IMITTE82,"Mittelberg, AT",995,8/29/21,53.8,48,43,0
IMITTE82,"Mittelberg, AT",995,8/30/21,55.4,50,47.3,0.01
IMITTE82,"Mittelberg, AT",995,8/31/21,64,52,48.4,0
IMITTE82,"Mittelberg, AT",995,7/1/21,57.6,50.1,46.4,0
IMITTE82,"Mittelberg, AT",995,7/2/21,78.1,62,48.6,0
IMITTE82,"Mittelberg, AT",995,7/3/21,82.9,57.7,45.5,0
IMITTE82,"Mittelberg, AT",995,7/4/21,80.8,55.4,52.2,0
IMITTE82,"Mittelberg, AT",995,7/5/21,69.6,55.6,48.2,0
IMITTE82,"Mittelberg, AT",995,7/6/21,93.2,63.8,48.6,0
IMITTE82,"Mittelberg, AT",995,7/7/21,67.6,58.1,53.8,0
IMITTE82,"Mittelberg, AT",995,7/8/21,73,57.6,52,0
IMITTE82,"Mittelberg, AT",995,7/9/21,70.9,55.1,49.3,0
IMITTE82,"Mittelberg, AT",995,7/10/21,73.2,51.7,44.2,0
IMITTE82,"Mittelberg, AT",995,7/11/21,66.2,53.1,50.7,0
IMITTE82,"Mittelberg, AT",995,7/12/21,86.2,74.1,60.3,0
IMITTE82,"Mittelberg, AT",995,7/13/21,61.2,56.3,50.5,0
IMITTE82,"Mittelberg, AT",995,7/14/21,62.6,53.8,49.6,0
IMITTE82,"Mittelberg, AT",995,7/15/21,61.5,53.3,48.9,0
IMITTE82,"Mittelberg, AT",995,7/16/21,73.4,57.5,49.8,0
IMITTE82,"Mittelberg, AT",995,7/17/21,64.4,58.1,54.9,0
IMITTE82,"Mittelberg, AT",995,7/18/21,62.1,58.7,53.2,0.14
IMITTE82,"Mittelberg, AT",995,7/19/21,82.9,62.1,48,0
IMITTE82,"Mittelberg, AT",995,7/20/21,83.7,64,51.8,0
IMITTE82,"Mittelberg, AT",995,7/21/21,84.9,65.1,48.2,0
IMITTE82,"Mittelberg, AT",995,7/23/21,89.2,66.4,49.6,0
IMITTE82,"Mittelberg, AT",995,7/24/21,85.3,64.9,54.9,0.08
IMITTE82,"Mittelberg, AT",995,7/25/21,73.2,61.3,55.6,0.04
IMITTE82,"Mittelberg, AT",995,7/26/21,83.7,62.3,54.3,0.86
IMITTE82,"Mittelberg, AT",995,7/27/21,76.5,61.6,49.3,0
IMITTE82,"Mittelberg, AT",995,7/28/21,63.3,59.3,55.4,0.87
IMITTE82,"Mittelberg, AT",995,7/29/21,82.8,62.8,50.5,0
IMITTE82,"Mittelberg, AT",995,7/30/21,86.9,65,54.7,0.4
IMITTE82,"Mittelberg, AT",995,7/31/21,67.8,59.1,55.8,0.72
IMITTE82,"Mittelberg, AT",995,6/1/21,81.7,56.4,36,0
IMITTE82,"Mittelberg, AT",995,6/2/21,81.7,57.3,41.2,0.21
IMITTE82,"Mittelberg, AT",995,6/3/21,82.4,60,44.8,0
IMITTE82,"Mittelberg, AT",995,6/4/21,78.8,59.7,48,0.2
IMITTE82,"Mittelberg, AT",995,6/5/21,67.6,55.8,50.2,0.48
IMITTE82,"Mittelberg, AT",995,6/6/21,59.9,53.2,48.7,0.72
IMITTE82,"Mittelberg, AT",995,6/7/21,70.2,56.8,50,0.25
IMITTE82,"Mittelberg, AT",995,6/8/21,76.3,57.1,48.2,0.01
IMITTE82,"Mittelberg, AT",995,6/9/21,76.6,57.5,49.1,0.05
IMITTE82,"Mittelberg, AT",995,6/10/21,81.1,59.5,45.5,0.29
IMITTE82,"Mittelberg, AT",995,6/11/21,83.3,58.9,45.9,0.01
IMITTE82,"Mittelberg, AT",995,6/12/21,85.1,63.5,46.4,0
IMITTE82,"Mittelberg, AT",995,6/13/21,80.4,64.4,49.3,0
IMITTE82,"Mittelberg, AT",995,6/14/21,86.4,63.6,42.4,0
IMITTE82,"Mittelberg, AT",995,6/15/21,91.9,65.9,45.5,0
IMITTE82,"Mittelberg, AT",995,6/16/21,92.1,67.4,48.4,0
IMITTE82,"Mittelberg, AT",995,6/17/21,95.4,70.2,51.8,0
IMITTE82,"Mittelberg, AT",995,6/18/21,94.5,72.6,55,0
IMITTE82,"Mittelberg, AT",995,6/19/21,93.4,74,58.5,0
IMITTE82,"Mittelberg, AT",995,6/20/21,84.7,68.8,57.6,0.14
IMITTE82,"Mittelberg, AT",995,6/21/21,86.2,68.2,56.7,0.19
IMITTE82,"Mittelberg, AT",995,6/22/21,81.1,61.9,51.6,0.15
IMITTE82,"Mittelberg, AT",995,6/23/21,81,62.8,54.1,0.24
IMITTE82,"Mittelberg, AT",995,6/24/21,81.7,59.1,47.8,0.36
IMITTE82,"Mittelberg, AT",995,6/25/21,71.1,58,51.3,0.15
IMITTE82,"Mittelberg, AT",995,6/26/21,81.9,59.5,44.4,0.14
IMITTE82,"Mittelberg, AT",995,6/27/21,85.1,64.8,47.7,0
IMITTE82,"Mittelberg, AT",995,6/28/21,89.6,69,52.5,0
IMITTE82,"Mittelberg, AT",995,6/29/21,83.5,63.1,54.5,0
IMITTE82,"Mittelberg, AT",995,5/1/21,49.3,43.2,36.1,0.61
IMITTE82,"Mittelberg, AT",995,5/2/21,50.9,37.8,33.3,0.73
IMITTE82,"Mittelberg, AT",995,5/3/21,61,42,32.2,0.26
IMITTE82,"Mittelberg, AT",995,5/4/21,68.5,47.1,29.5,0.01
IMITTE82,"Mittelberg, AT",995,5/5/21,45.9,40.1,35.8,0.56
IMITTE82,"Mittelberg, AT",995,5/6/21,52.2,42.5,34.2,0.2
IMITTE82,"Mittelberg, AT",995,5/7/21,46.9,40.6,32.4,0.38
IMITTE82,"Mittelberg, AT",995,5/8/21,72.7,48.4,30,0.38
IMITTE82,"Mittelberg, AT",995,5/9/21,91.4,60.1,36.9,0
IMITTE82,"Mittelberg, AT",995,5/10/21,80.6,65.4,48.9,0
IMITTE82,"Mittelberg, AT",995,5/20/21,57.6,47.3,39,1.08
IMITTE82,"Mittelberg, AT",995,5/21/21,57.4,45.7,36.9,0.33
IMITTE82,"Mittelberg, AT",995,5/22/21,66.6,46.5,37,0.4
IMITTE82,"Mittelberg, AT",995,5/23/21,61.7,46.8,36.3,0.43
IMITTE82,"Mittelberg, AT",995,5/24/21,60.6,45.3,35.8,0.43
IMITTE82,"Mittelberg, AT",995,5/25/21,59.9,45.1,38.1,0.28
IMITTE82,"Mittelberg, AT",995,5/26/21,64.6,47.4,32.4,0.24
IMITTE82,"Mittelberg, AT",995,5/27/21,54.9,44.9,36.3,0.46
IMITTE82,"Mittelberg, AT",995,5/28/21,72.7,50.9,32,0.46
IMITTE82,"Mittelberg, AT",995,5/29/21,61,49.3,41.7,0.05
IMITTE82,"Mittelberg, AT",995,5/30/21,68.9,49.8,35.6,0
IMITTE82,"Mittelberg, AT",995,5/31/21,75,52.2,32.7,0
IMITTE82,"Mittelberg, AT",995,4/1/21,71.2,48.3,34.9,0.04
IMITTE82,"Mittelberg, AT",995,4/2/21,68,46.6,36.7,0.04
IMITTE82,"Mittelberg, AT",995,4/3/21,40.6,36.1,30.4,0
IMITTE82,"Mittelberg, AT",995,4/4/21,59,36.4,23.9,0
IMITTE82,"Mittelberg, AT",995,4/5/21,59.5,38.9,25.7,0.27
IMITTE82,"Mittelberg, AT",995,4/6/21,43.7,26,17.6,0.27
IMITTE82,"Mittelberg, AT",995,4/7/21,34,24.4,21,0.02
IMITTE82,"Mittelberg, AT",995,4/8/21,48.7,31.2,24.1,0.31
IMITTE82,"Mittelberg, AT",995,4/9/21,50.7,33,21.6,0.31
IMITTE82,"Mittelberg, AT",995,4/10/21,59.2,41,30,0
IMITTE82,"Mittelberg, AT",995,4/11/21,64.8,47,35.6,0
IMITTE82,"Mittelberg, AT",995,4/12/21,44.1,33.6,27.1,0.2
IMITTE82,"Mittelberg, AT",995,4/13/21,41.9,31,26.6,0.25
IMITTE82,"Mittelberg, AT",995,4/14/21,52.2,31.7,20.7,0.25
IMITTE82,"Mittelberg, AT",995,4/15/21,40.3,31.7,26.8,0.02
IMITTE82,"Mittelberg, AT",995,4/16/21,53.2,33.1,18.3,0.02
IMITTE82,"Mittelberg, AT",995,4/17/21,51.8,32.3,22.1,0.09
IMITTE82,"Mittelberg, AT",995,4/18/21,46,35.9,31.6,0.09
IMITTE82,"Mittelberg, AT",995,4/19/21,54.7,38.3,31.6,0.04
IMITTE82,"Mittelberg, AT",995,4/20/21,62.8,41.9,31.3,0.02
IMITTE82,"Mittelberg, AT",995,4/21/21,64.6,43.5,28.8,0
IMITTE82,"Mittelberg, AT",995,4/22/21,63.9,41.7,33.3,0.14
IMITTE82,"Mittelberg, AT",995,4/23/21,67.6,43.1,28.6,0.14
IMITTE82,"Mittelberg, AT",995,4/24/21,74.3,48.3,29.5,0.01
IMITTE82,"Mittelberg, AT",995,4/25/21,70.2,48.1,34.9,0
IMITTE82,"Mittelberg, AT",995,4/26/21,64.4,44.9,32.2,0
IMITTE82,"Mittelberg, AT",995,4/27/21,70.9,45.4,29.3,0
IMITTE82,"Mittelberg, AT",995,4/28/21,71.6,50.7,35.4,0
IMITTE82,"Mittelberg, AT",995,4/30/21,71.8,47.2,35.8,0.38
IMITTE82,"Mittelberg, AT",995,3/1/21,58.5,33.8,22.3,0
IMITTE82,"Mittelberg, AT",995,3/2/21,61.3,37.1,25,0
IMITTE82,"Mittelberg, AT",995,3/3/21,52.7,37.6,28.8,0
IMITTE82,"Mittelberg, AT",995,3/4/21,55.2,39.5,31.3,0.12
IMITTE82,"Mittelberg, AT",995,3/5/21,36.1,32.2,28,0.47
IMITTE82,"Mittelberg, AT",995,3/6/21,51.6,31.4,25,0.05
IMITTE82,"Mittelberg, AT",995,3/7/21,40.1,32.5,24.4,0.02
IMITTE82,"Mittelberg, AT",995,3/8/21,50,35,27.5,0.02
IMITTE82,"Mittelberg, AT",995,3/9/21,50.5,31.2,21.9,0
IMITTE82,"Mittelberg, AT",995,3/10/21,48.9,33.7,27.3,0.01
IMITTE82,"Mittelberg, AT",995,3/11/21,62.4,41.7,27.9,0.4
IMITTE82,"Mittelberg, AT",995,3/12/21,44.4,35.9,28.2,0.38
IMITTE82,"Mittelberg, AT",995,3/13/21,56.5,38.3,29.1,0.07
IMITTE82,"Mittelberg, AT",995,3/14/21,37.6,30.9,27.7,0.02
IMITTE82,"Mittelberg, AT",995,3/15/21,36.5,31.3,28.6,0
IMITTE82,"Mittelberg, AT",995,3/16/21,33.8,29.3,27.3,0
IMITTE82,"Mittelberg, AT",995,3/17/21,38.7,29.6,26.8,0
IMITTE82,"Mittelberg, AT",995,3/18/21,47.3,27.7,16.3,0.07
IMITTE82,"Mittelberg, AT",995,3/19/21,47.1,26.7,10.8,0.29
IMITTE82,"Mittelberg, AT",995,3/20/21,33.1,23.4,12.4,0
IMITTE82,"Mittelberg, AT",995,3/21/21,34,25.2,15.1,0
IMITTE82,"Mittelberg, AT",995,3/23/21,55,30.8,18.1,0.35
IMITTE82,"Mittelberg, AT",995,3/24/21,50.4,33.9,20.8,0
IMITTE82,"Mittelberg, AT",995,3/25/21,61,38.3,25.2,0
IMITTE82,"Mittelberg, AT",995,3/26/21,64,39.6,27.1,0
IMITTE82,"Mittelberg, AT",995,3/27/21,43,35.7,32.2,0.18
IMITTE82,"Mittelberg, AT",995,3/28/21,55.2,38.5,26.8,0
IMITTE82,"Mittelberg, AT",995,3/29/21,59.2,41.7,28.6,0
IMITTE82,"Mittelberg, AT",995,3/30/21,63.3,43.7,30.9,0
IMITTE82,"Mittelberg, AT",995,2/26/21,60.4,46,36.1,0
IMITTE82,"Mittelberg, AT",995,2/27/21,39,35.4,31.8,0.04
IMITTE82,"Mittelberg, AT",995,2/28/21,53.4,32.1,23.4,0
IBALDE3,"Balderschwang, DE",1060,12/1/23,34.6,32.9,30.8,0.31
IBALDE3,"Balderschwang, DE",1060,12/2/23,31,25.7,20.6,0
IBALDE3,"Balderschwang, DE",1060,12/3/23,42.3,22.6,13.4,0.04
IBALDE3,"Balderschwang, DE",1060,12/4/23,49.7,29.5,18.4,0
IBALDE3,"Balderschwang, DE",1060,12/5/23,41.1,32.1,28,0.01
IBALDE3,"Balderschwang, DE",1060,12/6/23,33.4,31.3,29.9,0
IBALDE3,"Balderschwang, DE",1060,12/7/23,45,31.1,23.4,0.07
IBALDE3,"Balderschwang, DE",1060,12/8/23,36.5,33.4,28.9,0.37
IBALDE3,"Balderschwang, DE",1060,12/9/23,43.4,36.3,33.5,0.73
IBALDE3,"Balderschwang, DE",1060,12/10/23,39.2,36,33.8,0.48
IBALDE3,"Balderschwang, DE",1060,12/11/23,44.3,38.1,35.5,1.63
IBALDE3,"Balderschwang, DE",1060,12/12/23,40.5,37.7,36,0.85
IBALDE3,"Balderschwang, DE",1060,12/13/23,38.7,35.6,33,0.64
IBALDE3,"Balderschwang, DE",1060,12/14/23,34.6,33,32.3,0.13
IBALDE3,"Balderschwang, DE",1060,12/15/23,42.4,32.2,27.1,0.13
IBALDE3,"Balderschwang, DE",1060,12/16/23,45.3,30.6,23.7,0.01
IBALDE3,"Balderschwang, DE",1060,12/17/23,47.9,35.3,27.9,0.01
